date,home_team,away_team,home_score,away_score,tournament,neutral
2025-10-17,Ivory Coast,Tunisia,1,0,Friendly,1
2025-10-17,Cape Verde,Netherlands,0,1,Qualifiers,1
2025-10-18,Bosnia and Herzegovina,Mexico,1,1,Continental Cup,1
2025-10-20,Germany,Panama,1,1,Continental Cup,1
2025-10-23,Netherlands,Iraq,0,0,Qualifiers,1
2025-10-24,Qatar,Switzerland,0,0,Friendly,0
2025-10-25,Egypt,Panama,0,0,Qualifiers,1
2025-10-25,Brazil,Argentina,2,1,Qualifiers,0
2025-10-25,USA,Portugal,1,3,Friendly,1
2025-10-26,Jordan,South Africa,2,1,Friendly,1
2025-10-28,Norway,Czechia,1,2,Continental Cup,1
2025-10-28,New Zealand,Canada,0,1,Qualifiers,0
2025-10-29,Mexico,Sweden,2,3,Qualifiers,0
2025-10-29,Qatar,Portugal,0,0,Qualifiers,1
2025-10-30,Jordan,Sweden,4,2,Qualifiers,0
2025-10-30,Japan,Brazil,2,1,Continental Cup,1
2025-11-02,Argentina,Germany,4,1,Friendly,1
2025-11-02,Argentina,Qatar,1,1,Continental Cup,1
2025-11-04,USA,Tunisia,1,0,Qualifiers,1
2025-11-05,Curaçao,Belgium,2,1,Qualifiers,1
2025-11-06,Iraq,Algeria,0,1,Qualifiers,1
2025-11-07,Portugal,Croatia,1,0,Friendly,0
2025-11-08,Uruguay,Argentina,1,0,Qualifiers,0
2025-11-09,Tunisia,Netherlands,0,1,Qualifiers,0
2025-11-11,Mexico,Norway,1,0,Continental Cup,1
2025-11-11,France,Morocco,3,1,Friendly,0
2025-11-12,Argentina,Türkiye,3,1,Qualifiers,1
2025-11-13,Ghana,Brazil,1,1,Qualifiers,1
2025-11-13,Iran,Egypt,1,0,Qualifiers,1
2025-11-15,Morocco,Belgium,0,2,Friendly,1
2025-11-16,Cape Verde,Panama,1,1,Friendly,1
2025-11-18,USA,Netherlands,0,1,Qualifiers,1
2025-11-19,Norway,Cape Verde,5,0,Friendly,1
2025-11-21,Ecuador,Japan,1,1,Friendly,0
2025-11-22,Uzbekistan,Brazil,0,2,Friendly,0
2025-11-22,Brazil,Czechia,4,2,Qualifiers,1
2025-11-22,Saudi Arabia,Egypt,1,3,Qualifiers,1
2025-11-22,Uzbekistan,Paraguay,1,3,Qualifiers,1
2025-11-22,New Zealand,Uruguay,2,1,Qualifiers,0
2025-11-26,Sweden,Mexico,2,0,Qualifiers,0
2025-11-27,Saudi Arabia,Brazil,1,3,Friendly,1
2025-12-01,Croatia,DR Congo,1,0,Qualifiers,1
2025-12-01,Austria,Cape Verde,4,0,Qualifiers,0
2025-12-03,New Zealand,Saudi Arabia,1,3,Qualifiers,0
2025-12-03,South Africa,Belgium,0,3,Continental Cup,1
2025-12-04,Uzbekistan,Norway,0,1,Qualifiers,0
2025-12-06,Iran,Scotland,3,2,Friendly,0
2025-12-06,Panama,Senegal,0,2,Qualifiers,1
2025-12-06,Portugal,Austria,1,3,Qualifiers,1
2025-12-06,Uzbekistan,Paraguay,1,3,Qualifiers,0
2025-12-06,Cape Verde,USA,0,3,Friendly,0
2025-12-07,Netherlands,Egypt,3,1,FIFA World Cup,1
2025-12-10,Haiti,DR Congo,0,3,Friendly,0
2025-12-12,Czechia,Croatia,0,4,Continental Cup,1
2025-12-13,South Korea,Netherlands,1,2,Qualifiers,1
2025-12-14,Colombia,Iraq,2,1,Qualifiers,0
2025-12-14,Algeria,Paraguay,0,3,Qualifiers,0
2025-12-14,Cape Verde,Netherlands,0,1,Qualifiers,1
2025-12-15,Portugal,Norway,1,2,Qualifiers,0
2025-12-16,Canada,Belgium,2,1,Qualifiers,1
2025-12-17,Australia,Netherlands,1,1,Friendly,0
2025-12-17,New Zealand,Qatar,1,1,Qualifiers,1
2025-12-20,Panama,Ivory Coast,1,3,Continental Cup,1
2025-12-20,Ivory Coast,Ghana,5,0,Qualifiers,0
2025-12-20,Canada,Qatar,5,1,Friendly,1
2025-12-22,Morocco,Germany,1,2,Qualifiers,0
2025-12-22,Ivory Coast,Colombia,0,1,Qualifiers,1
2025-12-23,Cape Verde,Germany,0,1,Continental Cup,1
2025-12-23,South Africa,Saudi Arabia,2,0,Qualifiers,1
2025-12-24,Ghana,Czechia,2,2,Continental Cup,1
2025-12-24,Bosnia and Herzegovina,Iraq,5,1,Qualifiers,0
2025-12-24,Iran,Uzbekistan,4,0,Qualifiers,0
2025-12-25,France,Sweden,0,2,Continental Cup,1
2025-12-25,Panama,Canada,0,1,Continental Cup,1
2025-12-25,Egypt,Norway,0,1,Qualifiers,0
2025-12-27,Tunisia,Bosnia and Herzegovina,3,1,Qualifiers,1
2025-12-28,New Zealand,France,0,4,Friendly,1
2025-12-28,Ecuador,South Korea,1,4,Continental Cup,1
2025-12-31,Croatia,France,0,0,Friendly,1
2026-01-02,Belgium,Bosnia and Herzegovina,3,1,Continental Cup,1
2026-01-03,South Korea,Spain,0,4,Friendly,0
2026-01-03,Uruguay,Tunisia,1,2,Friendly,1
2026-01-03,Jordan,Scotland,0,4,FIFA World Cup,1
2026-01-06,New Zealand,South Africa,3,1,FIFA World Cup,1
2026-01-06,Croatia,Senegal,0,0,Continental Cup,1
2026-01-06,Austria,Croatia,2,1,Qualifiers,1
2026-01-06,Panama,England,0,0,Qualifiers,0
2026-01-09,Cape Verde,Belgium,3,3,Friendly,1
2026-01-10,DR Congo,Egypt,3,3,Continental Cup,1
2026-01-11,Panama,Iraq,1,0,Friendly,1
2026-01-12,Austria,New Zealand,5,0,Friendly,1
2026-01-14,Morocco,Argentina,0,2,Qualifiers,0
2026-01-15,Türkiye,Curaçao,2,0,Friendly,0
2026-01-15,Morocco,Colombia,0,0,Continental Cup,1
2026-01-15,DR Congo,Ivory Coast,2,2,Qualifiers,1
2026-01-16,New Zealand,DR Congo,2,2,Friendly,1
2026-01-16,Norway,DR Congo,0,1,Qualifiers,0
2026-01-16,Egypt,Ecuador,1,4,Continental Cup,1
2026-01-18,Mexico,Ghana,3,1,Friendly,1
2026-01-19,Morocco,Sweden,0,1,Friendly,1
2026-01-20,DR Congo,USA,2,0,Friendly,1
2026-01-23,USA,Ecuador,0,0,Friendly,1
2026-01-23,France,Australia,3,1,Continental Cup,1
2026-01-24,Panama,Colombia,1,0,Friendly,1
2026-01-26,Australia,Portugal,0,4,Qualifiers,0
2026-01-28,Iran,Japan,0,0,Friendly,1
2026-01-28,Paraguay,Panama,3,0,Friendly,0
2026-01-29,Belgium,Iraq,2,0,Qualifiers,0
2026-01-29,Norway,Ivory Coast,0,0,Qualifiers,0
2026-01-30,Scotland,Iraq,2,3,Qualifiers,0
2026-01-30,Netherlands,South Korea,2,1,Continental Cup,1
2026-01-30,Bosnia and Herzegovina,Argentina,0,1,Qualifiers,1
2026-01-30,Qatar,Ivory Coast,0,1,Qualifiers,1
2026-01-31,Switzerland,Ghana,0,0,Qualifiers,0
2026-02-01,USA,Argentina,1,4,Qualifiers,0
2026-02-02,Bosnia and Herzegovina,Germany,1,1,Qualifiers,0
2026-02-02,South Africa,DR Congo,1,2,Qualifiers,1
2026-02-03,Switzerland,Uzbekistan,0,0,Continental Cup,1
2026-02-04,Scotland,South Korea,0,1,Friendly,1
2026-02-06,Switzerland,Türkiye,1,1,Qualifiers,0
2026-02-10,DR Congo,Norway,0,2,Qualifiers,0
2026-02-10,USA,Iran,1,0,Qualifiers,0
2026-02-16,Norway,Jordan,1,1,Continental Cup,1
2026-02-18,Croatia,Curaçao,2,0,Qualifiers,1
2026-02-19,Ecuador,Netherlands,0,1,Friendly,1
2026-02-21,Switzerland,Brazil,0,1,Friendly,0
2026-02-22,Ghana,Curaçao,4,2,Qualifiers,0
2026-02-22,Canada,Türkiye,0,0,Friendly,1
2026-02-22,Iraq,Norway,3,2,Qualifiers,0
2026-02-23,Germany,Canada,2,3,Qualifiers,0
2026-02-24,Portugal,Scotland,2,1,Qualifiers,0
2026-02-24,Colombia,Cape Verde,1,1,Friendly,1
2026-02-26,South Africa,France,0,0,Qualifiers,1
2026-02-26,Switzerland,Cape Verde,2,1,Continental Cup,1
2026-02-28,Cape Verde,Panama,1,1,Qualifiers,1
2026-03-01,France,Panama,1,0,Continental Cup,1
2026-03-01,Netherlands,Australia,5,0,Qualifiers,0
2026-03-02,Uruguay,Iran,1,0,Qualifiers,1
2026-03-03,Algeria,Switzerland,1,2,Friendly,1
2026-03-03,New Zealand,Panama,1,1,Qualifiers,1
2026-03-06,Paraguay,Türkiye,2,1,Qualifiers,0
2026-03-08,Netherlands,Australia,1,0,Qualifiers,0
2026-03-09,Iraq,Ghana,1,1,Continental Cup,1
2026-03-11,DR Congo,Panama,3,1,Qualifiers,0
2026-03-13,Canada,Paraguay,2,2,Friendly,0
2026-03-14,Uruguay,Iraq,5,1,Qualifiers,1
2026-03-16,England,Türkiye,2,2,Qualifiers,1
2026-03-16,New Zealand,Belgium,0,4,Qualifiers,1
2026-03-17,Paraguay,USA,0,0,Continental Cup,1
2026-03-17,Portugal,Belgium,2,1,Qualifiers,0
2026-03-17,Qatar,Iraq,1,2,Continental Cup,1
2026-03-17,Brazil,Uzbekistan,2,2,Qualifiers,0
2026-03-19,Norway,Haiti,1,0,Qualifiers,1
2026-03-19,Qatar,Brazil,1,1,Qualifiers,0
2026-03-20,Senegal,Cape Verde,1,2,FIFA World Cup,1
2026-03-21,Senegal,Scotland,2,2,Friendly,1
2026-03-22,Belgium,Türkiye,3,1,Qualifiers,0
2026-03-24,England,Saudi Arabia,1,2,Qualifiers,1
2026-03-28,Morocco,Haiti,4,4,Qualifiers,1
2026-03-29,Portugal,Jordan,2,3,FIFA World Cup,1
2026-03-30,Scotland,France,3,5,Continental Cup,1
2026-03-31,Curaçao,Morocco,0,1,Qualifiers,0
2026-04-01,Argentina,Jordan,3,1,Friendly,1
2026-04-02,Portugal,Colombia,2,1,Continental Cup,1
2026-04-02,England,Netherlands,2,1,Friendly,1
2026-04-03,New Zealand,Canada,1,3,Qualifiers,1
2026-04-03,Türkiye,France,1,0,Friendly,1
2026-04-04,Switzerland,Czechia,2,1,Friendly,1
2026-04-04,Türkiye,Netherlands,2,2,Continental Cup,1
2026-04-05,Iraq,DR Congo,1,3,Friendly,1
2026-04-05,Türkiye,Uruguay,0,2,FIFA World Cup,1
2026-04-05,Germany,Saudi Arabia,1,2,Friendly,0
2026-04-06,Sweden,Brazil,2,1,Continental Cup,1
2026-04-08,South Africa,Curaçao,1,1,FIFA World Cup,1
2026-04-08,New Zealand,Germany,1,1,Qualifiers,1
2026-04-09,Switzerland,Paraguay,1,3,Qualifiers,0
2026-04-09,Bosnia and Herzegovina,Jordan,2,1,Continental Cup,1
2026-04-12,Iran,Belgium,1,4,FIFA World Cup,1
2026-04-13,Iraq,Cape Verde,2,1,Continental Cup,1
2026-04-17,Portugal,Haiti,3,0,Qualifiers,0
2026-04-17,Scotland,Qatar,0,1,Qualifiers,1
